pair,trt,temp,clip,color,genotype,tank,start.len,start.rhiz.diam,start.rhiz.len,no.shoots.pre.heat,no.shoots.post.heat,length1.T1,length2.T1,length3.T1,length4.T1,lengthtot.T1,days.T1,growth.rate.T1,no.shoots.preC1,no.shoots.postC1,dead.T1,dead.TR,dead.preC,dead.postC,status.bd,no.shoots.bd,width.bd,date.measured.bd,days.bd,length1.bd,length2.bd,length3.bd,length4.bd,length5.bd,length6.bd,length7.bd,lengthtot.bd,growthrate.bd,grazing,laby,ss.np,dessicated,flowering,gen.id,old,new,rhiz,roots,rhizbrokeT1,rhizbroke.TR,squashed,SS.lost,replicate,notes,,
22,B,hot,none,R,green,10,97.3,5,5,1,1,38.6,25.8,0,0,64.4,12,5.366666667,NA,NA,0,0,0,0,measured,14,0.12,29-Apr,13,15.5,6.4,18.4,29.5,33.5,0,0,103.3,7.946153846,0,0,1,0,0,150,11.987,2.848,3.406,1.468,0,0,0,0,3,,,
22,B,hot,none,B,MMH07,10,50.5,4,6,1,1,23.4,6.5,0,0,29.9,12,2.491666667,7,12,0,0,0,0,measured,12,0.85,29-Apr,13,1.3,7.5,11.5,18,19.5,25,0,82.8,6.369230769,0,0,1,0,0,156,1.981,0.732,1.124,0.814,0,0,0,0,3,,,
22,C,cold,clip,R,green,9,71.4,5,5.6,NA,4,35.6,26.5,0,0,62.1,12,5.175,7,11,0,0,0,0,measured,8,0.6,24-Apr,8,1.3,5.8,4.4,0,0,0,0,11.5,1.4375,1,1,2,0,0,49,0.591,0.117,0.665,0.78,0,0,0,0,0,SS BROKE AND REPLANTED,,
22,C,cold,clip,B,MMH07,9,55,5,6,NA,0,0,0,0,0,0,12,0,0,0,1,1,1,1,dead,0,0,24-Apr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,,,
22,D,hot,clip,R,green,10,50.3,4,4.5,1,2,25,23.75,1,0,49.75,12,4.145833333,NA,NA,0,0,0,0,measured,1,NA,28-Apr,12,19.2,10.5,22,0,0,0,0,51.7,4.308333333,0,0,0,0,0,113,0.359,0.183,0.299,0.291,0,0,0,0,3,,,
22,D,hot,clip,B,MMH07,10,32.6,4,5.6,3,3,6.5,16,0,0,22.5,12,1.875,6,4,0,0,0,0,measured,4,0.6,28-Apr,12,13.2,14.2,3.5,6.2,0,0,0,37.1,3.091666667,0,0,1,0,0,112,0.193,0.069,0.14,0.098,1,0,0,0,3,,,
23,A,cold,none,R,DPL10,9,82.5,5,4.4,3,3,1.4,27.7,29.5,8.8,67.4,12,5.616666667,NA,NA,0,0,0,0,measured,17,0.85,29-Apr,13,5.2,13,15,0,0,0,0,33.2,2.553846154,1,0,1,0,0,133/132,2.77,0.47,1.727,1.1,0,0,0,0,3,,,
23,A,cold,none,B,WPL12,9,46.4,4,5.2,2,2,25.7,21,0,0,46.7,12,3.891666667,11,16,0,0,0,0,measured,13,0.8,29-Apr,13,21.5,25,18,0,0,0,0,64.5,4.961538462,1,0,0,0,0,131,1.912,1.209,1.371,1.191,0,0,0,0,3,,,
23,B,hot,none,R,DPL10,10,49,5,4.5,1,1,3,14.5,0,0,17.5,12,1.458333333,NA,NA,0,0,0,0,measured,5,0.5,24-Apr,8,4.9,2.8,2,0,0,0,0,9.7,1.2125,1,0,0,0,0,51,0.102,0.027,0.206,0.083,0,0,0,0,3,B and/or R grazed after 2nd clip,,
23,B,hot,none,B,WPL12,10,53.3,4,5,2,2,11,0,0,0,11,12,0.916666667,3,3,0,0,0,1,dead,0,0,24-Apr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,3,SHOOT SQUASHED,,
23,C,cold,clip,R,DPL10,9,55.8,3,3.5,3,4,25.1,29.5,1.9,0,56.5,12,4.708333333,NA,NA,0,0,0,0,measured,10,0.9,27-Apr,11,8.7,17.2,13.8,16.7,0,0,0,56.4,5.127272727,0,1,0,0,0,102,0.881,0.416,0.634,0.621,0,0,0,0,3,,,
23,C,cold,clip,B,WPL12,9,53,4,3.7,1,1,17.7,1.9,0,0,19.6,12,1.633333333,9,10,0,0,0,0,measured,1,0.4,27-Apr,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,0.031,0,0.032,0.03,0,0,0,0,3,,,
23,D,hot,clip,R,DPL10,10,57.7,4,3.3,2,2,8.9,3.1,0,0,12,12,1,0,0,0,0,1,1,dead,0,0,30-Apr,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
23,D,hot,clip,B,WPL12,10,54.7,4,6,1,1,19.6,15,0,0,34.6,12,2.883333333,2,3,0,0,0,0,measured,3,0.7,30-Apr,14,14.9,15.1,22.1,3,2.9,11,0,69,4.928571429,1,0,0,0,0,208,0.259,0.182,0.385,0.783,0,0,0,0,3,,,
24,A,cold,none,R,DPS14,9,65.9,5,6,1,2,28.2,36.6,14.9,0.9,80.6,12,6.716666667,NA,NA,0,0,0,0,measured,17,0.8,23-Apr,7,8.5,5.7,6.5,12,9.9,8.7,6.8,58.1,8.3,1,1,1,0,0,18/8,5.822,0.9,2.492,2.2,0,0,0,0,1,B or R shoot replanted,,
24,A,cold,none,B,MMS17,9,27.7,4,6,2,2,9.9,24.3,14.1,0.6,48.9,12,4.075,11,18,0,0,0,0,measured,6,0.5,23-Apr,7,5.9,3.3,6.3,0,0,0,0,15.5,2.214285714,0,0,1,0,0,1,0.766,0.088,0.535,0.332,0,0,0,0,1,TERM SHOOT DEAD?,,
24,B,hot,none,R,DPS14,10,59.1,4,5.2,2,2,24,10.5,0,0,34.5,12,2.875,NA,NA,0,0,0,0,measured,9,0.9,2-May,16,27.1,23,14.6,6.2,4.6,0,0,75.5,4.71875,0,1,2,0,0,224,0.672,0.371,0.547,0.397,0,0,0,0,1,,,
24,B,hot,none,B,MMS17,10,30.9,5,5,1,1,21,8,0,0,29,12,2.416666667,2,6,0,0,0,0,measured,13,0.9,2-May,16,18,4.5,26.2,20.8,0,0,0,69.5,4.34375,0,1,1,0,0,225,0.801,0.599,1.075,0.438,0,0,0,0,1,,,
24,C,cold,clip,R,DPS14,9,40.4,4,6,1,1,10.5,18.5,7,3.25,39.25,12,3.270833333,NA,NA,0,0,0,0,measured,3,0.5,23-Apr,7,6,0.5,0,0,0,0,0,6.5,0.928571429,0,0,0,0,0,2,0.059,0.022,0.058,0.174,0,0,0,0,1,,,
24,C,cold,clip,B,MMS17,9,46.2,4,6,2,2,20.5,26.5,5.5,2.5,55,12,4.583333333,4,8,0,0,0,0,measured,4,0.7,23-Apr,7,8.5,9.2,4.5,0,0,0,0,22.2,3.171428571,0,0,0,0,0,3,0.475,0.096,0.235,0.535,0,0,0,0,1,,,
24,D,hot,clip,R,DPS14,10,58.8,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
24,D,hot,clip,B,MMS17,10,41,5,5.8,1,2,16,16.4,0.5,0,32.9,12,2.741666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
25,A,cold,none,R,MMS08,9,65,4,4.6,1,3,28.25,23.25,1.75,0.25,53.5,12,4.458333333,NA,NA,0,0,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
25,A,cold,none,B,WPL15,9,40.8,3,2.7,1,1,4,4,0,0,8,12,0.666666667,0,0,0,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
25,B,hot,none,R,MMS08,10,60.1,5,6,2,2,27.2,13.5,0,0,40.7,12,3.391666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
25,B,hot,none,B,WPL15,10,67.3,4,2.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
25,C,cold,clip,R,MMS08,9,72.7,5,5.9,2,3,12,29.75,11.5,1,54.25,12,4.520833333,NA,NA,0,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
25,C,cold,clip,B,WPL15,9,44.8,3,3.7,1,1,4.5,6,0.25,0,10.75,12,0.895833333,0,0,0,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
25,D,hot,clip,R,MMS08,10,53.7,4,5.5,2,2,24,11,0,0,35,12,2.916666667,NA,NA,0,0,0,0,measured,20,0.7,27-Apr,11,13,4.8,11,10.5,0,0,0,39.3,3.572727273,1,1,0,1,0,100,0.204,0.051,0.18,0.123,0,0,0,0,1,,,
25,D,hot,clip,B,WPL15,10,42.2,3,2,1,1,NA,NA,NA,NA,0,12,NA,4,4,0,0,0,1,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,1,SHOOT SQUASHED,,
26,A,cold,none,B,WPH03,11,66.8,4,3.8,2,2,5.4,13.5,2.4,0,21.3,12,1.775,1,1,0,0,0,0,measured,1,0.4,29-Apr,13,9.4,1.2,0,0,0,0,0,10.6,0.815384615,0,0,0,0,0,124,0.03,0.006,0.013,0.012,0,0,0,0,3,"SAD, VERY SAD, AT TRANSPLANT",,
26,A,cold,none,R,WPL15,11,66.8,3,1.9,1,1,29.8,0,0,0,29.8,12,2.483333333,0,0,0,1,1,1,dead,0,0,29-Apr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
26,B,hot,none,B,WPH03,12,57.7,3,1.7,1,2,14.5,12.9,40.3,0,67.7,12,5.641666667,4,3,0,0,0,1,dead,0,0,4-May,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
26,B,hot,none,R,WPL15,12,56,4,6,1,1,21.2,4.4,0,0,25.6,12,2.133333333,NA,NA,0,0,0,0,measured,9,0.7,4-May,18,6,28.8,21.2,22,0,0,0,78,4.333333333,0,1,2,0,0,274,0.28,0.287,NA,0.241,0,0,0,0,3,"there are two bags labeled ""26B red rhiz"" their masses are 0.395 and 0.426",,
26,C,cold,clip,B,WPH03,11,64.2,3,2.7,2,2,2.2,15.4,31.9,12,61.5,12,5.125,5,7,0,0,0,0,measured,9,0.7,27-Apr,11,7.7,3.4,12.6,7.4,7.4,18.9,0,57.4,5.218181818,0,0,0,1,0,60,0.534,0.148,0.596,0.245,0,0,0,0,3,punched above sheath,,
26,C,cold,clip,R,WPL15,11,39.5,4,2.3,2,1,7.8,14.8,1.5,0,24.1,12,2.008333333,NA,NA,0,0,0,1,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
26,D,hot,clip,B,WPH03,12,49.2,4,5.9,1,1,40,4,0,0,44,12,3.666666667,4,5,0,0,0,0,measured,1,0.4,23-Apr,7,3.9,4.2,0,0,0,0,0,8.1,1.157142857,0,0,0,0,0,11,0.047,0.025,0.069,0.06,0,0,0,0,3,,,
26,D,hot,clip,R,WPL15,12,88.2,4,3.5,2,3,3,32,2,0,37,12,3.083333333,NA,NA,0,0,0,0,measured,3,0.4,23-Apr,7,7.1,9.2,1.5,0,0,0,0,17.8,2.542857143,1,0,0,0,0,7,0.217,0.08,0.282,0.352,0,0,0,0,3,,,
27,A,cold,none,B,DPH06,11,48.6,4,5,2,2,30.5,27,0,0,57.5,12,4.791666667,5,11,0,0,0,0,measured,19,0.7,2-May,16,9,27,22.2,23,0,0,0,81.2,5.075,0,0,0,1,0,222,1.384,1.209,1.194,0.23,0,0,0,1,3,"BROKE OFF SS, DISCARDED",,
27,A,cold,none,R,MMH01,11,57.5,4,5.3,2,2,15.1,27.7,2.7,0,45.5,12,3.791666667,NA,NA,0,0,0,0,measured,17,0.8,2-May,16,16.2,9.5,13.5,5.1,0,0,0,44.3,2.76875,0,0,3,1,1,223,1.512,0.777,1.229,0.975,0,0,0,0,3,,,
27,B,hot,none,B,DPH06,12,56.7,4,4.3,1,2,2.5,41.2,32.1,0,75.8,12,6.316666667,5,7,0,0,0,0,measured,3,0.7,23-Apr,7,10.3,7.4,7.5,0,0,0,0,25.2,3.6,1,0,0,0,0,24,0.28,0.161,0.178,0.138,0,0,0,0,3,,,
27,B,hot,none,R,MMH01,12,56.8,4,4,1,2,6.9,37.2,12.8,0,56.9,12,4.741666667,NA,NA,0,0,0,0,measured,4,0.6,23-Apr,7,5.2,8.6,6.1,9.7,0,0,0,29.6,4.228571429,0,0,0,0,0,22,0.27,0.251,NA,0.265,0,0,0,0,3,,,
27,C,cold,clip,B,DPH06,11,54,4,4.3,2,3,7.4,9.4,17.3,0,34.1,12,2.841666667,7,10,0,0,0,0,measured,2,0.4,30-Apr,14,5.5,4.7,5.4,0,0,0,0,15.6,1.114285714,0,0,1,1,0,197,0.026,0.018,0.027,0.048,0,0,0,0,3,,,
27,C,cold,clip,R,MMH01,11,39.8,5,6,2,3,8.4,31.4,19.2,0.4,59.4,12,4.95,NA,NA,0,0,0,0,measured,7,0.5,30-Apr,14,5.8,13.1,10.3,1.3,0.5,0,0,31,2.214285714,0,0,1,1,0,188,0.16,0.114,0.33,0.77,0,0,0,0,3,,,
27,D,hot,clip,B,DPH06,12,48.6,3,6,1,1,25.5,0,0,0,25.5,12,2.125,3,5,0,0,0,0,measured,1,0.2,30-Apr,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,167,0.031,0,0.073,0.069,0,0,1,0,3,DYING,,
27,D,hot,clip,R,MMH01,12,33.5,4,6,1,1,34,12.2,0,0,46.2,12,3.85,NA,NA,0,0,0,0,measured,4,0.5,30-Apr,14,14.5,6.8,18,2.2,0,0,0,41.5,2.964285714,0,1,0,0,0,166,0.219,0.097,0.158,0.123,0,0,0,0,3,,,
28,A,cold,none,R,DPH10,11,42.2,5,6,1,1,6.5,23.6,23.9,2.7,56.7,12,4.725,NA,NA,0,0,0,0,measured,14,0.7,2-May,16,19.4,9.8,25,28,0,0,0,82.2,5.1375,0,0,1,0,1,231,2,0.724,1.086,0.523,0,0,0,0,1,,,
28,A,cold,none,B,WPS09,11,54.1,4,3.6,1,2,2.2,22.9,8.6,0,33.7,12,2.808333333,4,6,0,0,0,0,measured,6,0.7,2-May,16,4,17.2,16,3.8,22.8,0,0,63.8,3.9875,1,0,0,0,0,232,0.244,0.248,0.175,0.24,0,0,1,0,1,LOOKS SQUISHED,,
28,B,hot,none,R,DPH10,12,65.5,5,4,2,2,26.8,22,0,0,48.8,12,4.066666667,NA,NA,0,0,0,0,measured,4,0.6,3-May,17,11.6,4,18.2,18.4,0,0,0,52.2,3.070588235,0,0,1,0,0,254,0.225,0.151,0.249,0.128,0,1,0,0,1,,,
28,B,hot,none,B,WPS09,12,46.1,3,2.1,1,1,26.7,17.4,0,0,44.1,12,3.675,4,4,0,0,0,0,measured,2,0.3,3-May,17,11.1,3.2,9.5,0,0,0,0,23.8,1.4,0,0,0,0,0,255,0.048,0.041,0.056,0.039,0,0,0,0,1,,,
28,C,cold,clip,R,DPH10,11,71,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
28,C,cold,clip,B,WPS09,11,50.3,3,4.7,1,1,15.2,15.9,5.8,0,36.9,12,3.075,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
28,D,hot,clip,R,DPH10,12,73.4,4,3.1,2,2,32.4,26.3,0,0,58.7,12,4.891666667,NA,NA,0,0,0,0,measured,3,0.6,24-Apr,8,6.9,6.5,0,0,0,0,0,13.4,1.675,1,0,0,0,0,55,0.129,0.018,0.168,0.087,0,0,0,0,1,,,
28,D,hot,clip,B,WPS09,12,41.5,4,3.3,2,2,10.3,22.7,11.2,0,44.2,12,3.683333333,4,6,0,0,0,0,measured,2,0.3,24-Apr,8,3.7,3.5,0,0,0,0,0,7.2,0.9,0,0,1,0,0,56/57,0.043,0.005,0.038,0.016,0,0,0,0,1,SS BROKE AND REPLANTED,,
29,A,cold,none,R,DPS19,11,74.5,5,5.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
29,A,cold,none,B,MMS17,11,32.5,4,6,2,1,25.6,4.9,22.9,0,53.4,12,4.45,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,note that this pot had 14 shoots after the first clipping (???) assuming that the pot was discarded,,
29,B,hot,none,R,DPS19,12,47.7,4,3.5,1,1,6.9,12.9,2.1,0,21.9,12,1.825,NA,NA,0,0,0,0,measured,3,0.4,23-Apr,7,8,4.3,5.6,0,0,0,0,17.9,2.557142857,0,0,0,0,0,38,0.058,0.082,0.181,0.164,0,0,0,0,1,,,
29,B,hot,none,B,MMS17,12,21.4,3,2.8,1,1,6.6,1.8,0,0,8.4,12,0.7,2,2,0,0,0,1,dead,0,0,23-Apr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
29,C,cold,clip,R,DPS19,11,53.7,5,5.1,2,2,4,18.7,14.9,0,37.6,12,3.133333333,NA,NA,0,0,0,1,dead,0,0,4-May,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
29,C,cold,clip,B,MMS17,11,44.3,3,4.7,2,2,5.5,17.5,27.5,14.2,64.7,12,5.391666667,3,6,0,0,0,0,measured,6,0.6,4-May,18,16.3,7.7,16.5,0,0,0,0,40.5,2.25,0,0,0,1,0,268,0.172,0.154,0.429,0.255,0,0,0,0,1,,,
29,D,hot,clip,R,DPS19,12,54.4,5,3.9,1,3,18.7,7.9,28.9,0,55.5,12,4.625,NA,NA,0,0,0,0,measured,3,0.5,23-Apr,7,4.5,6.2,3,0,0,0,0,13.7,1.957142857,0,1,0,0,0,5,0.171,0.046,0.292,0.169,0,0,0,0,1,B and/or R grazed after 2nd clip,,
29,D,hot,clip,B,MMS17,12,23.3,4,6,2,1,9.4,19,1.6,0,30,12,2.5,4,4,0,0,0,1,dead,0,0,23-Apr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,RETAGGED AS ORANGE,,
30,A,cold,none,B,DPL18,11,69,4,3,3,2,11.1,27,14.6,0,52.7,12,4.391666667,9,13,0,0,0,0,measured,20,0.9,2-May,16,19.5,14.7,11.1,6.2,2.7,11.5,0,65.7,4.10625,1,0,4,0,0,227,4.69,2.617,2.582,2.256,0,0,0,0,1,B and/or R grazed after 2nd clip,,
30,A,cold,none,R,WPL12,11,49.5,4.5,4.1,1,1,3.4,2.7,34,25,65.1,12,5.425,NA,NA,0,0,0,0,measured,12,0.8,2-May,16,11,30.7,27.2,11.7,8.2,0,0,88.8,5.55,1,0,0,0,0,226,1.171,0.463,0.643,0.785,0,0,0,0,1,"additional lengths 16.0, 11.0, 26.8, 23.1, 6.3, 8.1, 20.9, 30.5, 4.1 ",,
30,B,hot,none,B,DPL18,12,66,3,3.7,1,2,37,34.1,0,0,71.1,12,5.925,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
30,B,hot,none,R,WPL12,12,58,5,5,1,1,8.8,0,0,0,8.8,12,0.733333333,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,REPLANTED,,
30,C,cold,clip,B,DPL18,11,74,3.5,3.6,1,2,9.6,8.5,0,0,18.1,12,1.508333333,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
30,C,cold,clip,R,WPL12,11,70,5.5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
30,D,hot,clip,B,DPL18,12,33.5,3,3.2,2,1,7,2,32.5,0,41.5,12,3.458333333,3,3,0,0,0,1,measured,2,0.35,29-Apr,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,160,0.025,0,0.107,0.08,0,0,0,0,1,,,
30,D,hot,clip,R,WPL12,12,33,2.5,6,1,3,14,6,34,0,54,12,4.5,NA,NA,0,0,0,0,dead,0,0,29-Apr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
31,A,cold,none,B,gray,13,79,4.5,6,1,2,4.7,28.3,8.3,0,41.3,12,3.441666667,6,11,0,0,0,0,measured,4,0.9,30-Apr,14,16,20.5,5,15,8,0,0,64.5,4.607142857,1,0,0,0,0,173,0.496,0.218,0.414,0.238,0,0,0,0,1,,,
31,A,cold,none,R,MMS08,13,45,3,4.6,2,3,17.7,24.4,5.8,0,47.9,12,3.991666667,NA,NA,0,0,0,0,measured,21,0.8,30-Apr,14,8.4,7.8,17.1,19.5,0,0,0,52.8,3.771428571,1,0,3,1,1,190/172/174,1.969,0.598,2.134,0.693,0,0,0,0,1,,,
31,B,hot,none,B,gray,14,77,3,5,2,3,24,44,7,0,75,12,6.25,5,8,0,0,0,0,measured,11,0.7,4-May,18,14.7,8.3,6,17.4,0,0,0,46.4,2.577777778,0,1,4,0,0,272,0.657,0.441,0.619,0.286,0,0,0,0,1,,,
31,B,hot,none,R,MMS08,14,56,4,4.5,3,4,NA,NA,NA,NA,NA,12,NA,NA,NA,0,0,0,0,measured,10,0.9,4-May,18,19.2,10,16.6,24.2,5.1,0,0,75.1,4.172222222,1,0,5,0,0,271,0.742,0.522,0.852,0.233,0,0,0,0,1,,,
31,C,cold,clip,B,gray,13,90,3,5.6,1,2,32.8,26.7,0,0,59.5,12,4.958333333,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
31,C,cold,clip,R,MMS08,13,65,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
31,D,hot,clip,B,gray,14,77,3,3.6,2,NA,NA,NA,NA,NA,NA,NA,NA,7,9,0,0,0,0,measured,6,0.7,23-Apr,7,5.6,4.6,0,0,0,0,0,10.2,1.457142857,1,1,0,0,0,39,0.442,0.072,0.334,0.394,0,0,0,0,1,"NO 31D on data sheet.  Missed recording?; AT TRANSPLANT, ALIVE AND HEALTHY",,
31,D,hot,clip,R,MMS08,14,52,3.5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,measured,1,0.5,23-Apr,7,7,8.8,0,0,0,0,0,15.8,2.257142857,0,1,2,0,0,28,0.097,0.018,0.167,0.134,0,0,0,0,1,"NO 31D on data sheet.  Missed recording?; AT TRANSPLANT, ALIVE AND HEALTHY",,
32,A,cold,none,R,JET06,13,61,4,6,1,1,10.8,7.4,0,0,18.2,12,1.516666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
32,A,cold,none,B,MML15,13,40,3,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
32,B,hot,none,R,JET06,14,45,3,4.3,1,0,0,0,0,0,0,12,0,0,0,1,1,1,1,dead,0,0,30-Apr,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
32,B,hot,none,B,MML15,14,35.5,3,5,1,NA,28.5,18.5,0,0,47,12,3.916666667,1,3,0,0,0,0,measured,11,1,30-Apr,14,7.4,24.2,13,2.7,4.4,20.4,0,72.1,5.15,1,1,0,1,0,209,0.823,0.503,0.781,2.671,0,0,0,0,1,,,
32,C,cold,clip,R,JET06,13,49,4,4.2,1,1,18.2,6.2,0,0,24.4,12,2.033333333,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
32,C,cold,clip,B,MML15,13,56,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
32,D,hot,clip,R,JET06,14,54,4,2.7,2,0,0,0,0,0,0,12,0,NA,NA,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
32,D,hot,clip,B,MML15,14,32,3,6,1,0,0,0,0,0,0,12,0,0,0,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,,,
33,A,cold,none,R,DPH02,13,75.5,5,5,2,3,20,18.5,4,1,43.5,12,3.625,NA,NA,0,0,0,0,measured,8,0.8,29-Apr,13,29.9,27.3,39.4,40.6,0,0,0,137.2,10.55384615,0,0,0,0,0,152,1.413,0.744,0.572,0.65,0,0,0,0,3,,,
33,A,cold,none,B,MML17,13,63,4,5.8,1,1,29,16.5,1,0,46.5,12,3.875,5,9,0,0,0,0,measured,5,0.7,29-Apr,13,6.1,31.6,34,33.7,39,18.6,0,163,12.53846154,1,0,0,0,1,153,1.391,0.28,1.314,0.299,0,0,0,0,3,,,
